,date_time,instrument,client,price,mid,vol_MM,dv01,num_dealers,side,won
378097,2019-08-27 12:55:22.0,C,B,113.356,113.3807,0.002,10.352,10,1,0
378105,2019-08-27 12:03:56.0,E,A,103.04,103.0584,2.7,4.0378,5,1,0
378108,2019-08-27 14:59:59.0,D,C,120.985,120.7304,1.005,16.9972,5,-1,0
378110,2019-08-27 15:02:10.0,A,C,112.69,112.6886,2.898,8.3678,5,-1,0
378147,2019-09-27 07:40:42.0,C,A,112.866,112.897,2.0,10.2237,5,1,1
378149,2019-09-27 12:19:26.0,I,A,115.416,115.3848,4.0,5.5994,4,-1,1
378150,2019-09-27 13:23:26.0,E,A,102.717,102.6811,3.0,3.929,5,-1,0
378151,2019-09-27 13:27:30.0,H,A,113.608,113.6288,2.5,7.1355,5,1,0
378284,2019-01-28 12:42:10.0,J,A,104.958,104.923,1.5,10.7982,5,-1,0
378285,2019-01-28 12:43:23.0,B,A,105.935,105.8469,1.5,21.816,5,-1,0
378286,2019-01-28 13:44:20.0,A,A,101.352,101.3692,9.5,8.9775,5,1,1
378287,2019-01-28 13:46:28.0,B,A,105.905,105.8569,1.25,21.8186,5,-1,0
378291,2019-01-28 15:28:07.0,B,B,106.224,106.1355,1.0,21.8898,5,-1,0
378350,2019-02-28 16:03:06.0,G,B,103.348,103.3483,0.048,7.5367,5,-1,0
378357,2019-03-29 16:11:07.0,D,C,102.003,101.9226,0.076,14.2916,5,-1,0
378361,2019-03-29 16:12:13.0,B,A,110.076,110.076,2.085,22.8424,5,-1,0
378374,2019-03-29 16:05:31.0,F,A,110.275,110.313,0.06,13.5255,5,1,0
378492,2019-05-29 15:11:13.0,J,A,111.605,111.565,0.343,11.2907,5,-1,0
378494,2019-05-29 15:11:43.0,A,A,106.869,106.8688,0.336,9.2269,5,-1,0
378500,2019-05-29 10:22:00.0,B,A,117.449,117.3809,3.5,24.6905,5,-1,0
378501,2019-05-29 10:22:36.0,D,A,107.099,107.1293,3.8,15.0138,5,1,0
378504,2019-05-29 15:14:46.0,L,B,101.312,101.3125,0.044,5.2054,5,-1,0
378506,2019-05-29 15:17:44.0,D,B,107.331,107.2808,0.042,15.0375,5,-1,0
378603,2019-07-29 12:58:44.0,K,B,128.718,128.7034,0.003,7.0283,5,-1,0
378605,2019-07-29 12:59:45.0,K,B,128.672,128.7066,0.006,7.0285,5,1,0
378606,2019-07-29 12:59:46.0,A,B,110.268,110.2737,0.001,9.4023,5,1,0
378607,2019-07-29 14:19:55.0,H,B,113.314,113.3353,0.061,7.2737,5,1,0
378612,2019-07-29 15:20:13.0,E,D,102.66,102.6919,0.012,4.0997,10,1,0
378613,2019-07-29 15:20:13.0,G,D,109.086,109.104,0.005,7.6215,10,1,0
378657,2019-08-29 09:07:33.0,E,A,103.061,103.1389,20.8,4.0307,3,1,0
378658,2019-08-29 09:18:53.0,F,A,127.579,127.1902,3.0,15.5696,5,-1,0
378665,2019-08-29 07:44:14.0,J,A,119.764,119.8131,3.75,12.0067,5,1,0
378666,2019-08-29 10:26:33.0,L,A,103.079,103.0862,16.35,5.0534,5,1,0
378670,2019-08-29 12:17:27.0,K,B,129.398,129.4334,0.001,6.9892,10,1,0
378672,2019-08-29 13:16:10.0,I,B,116.217,116.2282,0.004,5.7242,10,1,0
378673,2019-08-29 13:16:10.0,B,B,144.709,144.823,0.005,31.8292,10,1,0
378676,2019-08-29 08:08:34.0,B,D,145.007,145.0805,0.02,31.9017,8,1,0
378769,2019-10-29 12:14:57.0,C,D,111.043,111.1364,15.868,10.1967,8,1,0
378889,2019-01-30 09:28:57.0,A,A,101.262,101.253,3.9,8.9624,5,1,0
378899,2019-01-30 16:19:48.0,J,C,104.914,104.86,0.067,10.7858,5,-1,0
378977,2019-04-30 09:14:38.0,J,B,108.286,108.2451,50.0,10.9702,2,-1,0
379001,2019-04-30 15:16:24.0,A,B,104.513,104.5134,0.002,9.0642,5,1,0
379006,2019-04-30 10:53:49.0,H,A,109.798,109.8248,5.5,7.2401,6,1,0
379064,2019-08-13 15:27:10.0,B,C,139.25,139.8655,0.412,30.5354,5,1,0
379107,2019-09-13 15:11:23.0,A,A,110.551,110.5513,0.154,9.3017,6,-1,1
379305,2019-02-14 11:00:34.0,A,A,101.457,101.4383,2.0,8.939,5,-1,0
379307,2019-02-14 08:52:40.0,I,B,112.624,112.6241,0.02,6.027,5,-1,0
379310,2019-02-14 16:07:46.0,B,B,105.1,105.0999,0.005,21.5945,5,-1,0
379312,2019-02-14 16:52:43.0,C,B,100.902,100.9018,0.044,9.5105,5,1,0
379313,2019-02-14 16:53:20.0,B,B,105.034,105.0949,0.025,21.5906,5,1,0
379362,2019-03-14 15:27:40.0,G,B,103.85,103.8534,0.004,7.5428,5,1,0
379364,2019-03-14 15:51:59.0,A,B,102.824,102.8238,0.029,9.0098,5,-1,0
379437,2019-05-14 13:11:40.0,F,A,111.747,111.7833,1.0,13.6378,5,1,0
379476,2019-06-14 14:16:16.0,F,A,119.609,119.5173,6.0,14.6665,5,-1,1
379477,2019-06-14 14:17:40.0,L,A,101.664,101.6609,17.2,5.1775,5,-1,0
379483,2019-06-14 09:04:02.0,A,B,108.729,108.7286,0.015,9.3646,5,1,0
379491,2019-06-14 15:09:16.0,D,A,111.997,112.0236,0.028,15.7648,6,1,0
379493,2019-06-14 15:09:16.0,C,A,109.178,109.1775,0.3,10.0995,6,-1,0
379494,2019-06-14 15:09:16.0,J,A,114.418,114.4309,0.096,11.581,6,1,0
379495,2019-06-14 15:09:16.0,A,A,108.804,108.8038,0.094,9.372,6,1,0
379498,2019-06-14 15:15:49.0,A,C,108.852,108.8038,0.004,9.3725,5,-1,0
379499,2019-06-14 15:08:52.0,A,A,108.801,108.8039,6.9,9.372,6,1,0
379553,2019-08-14 08:57:18.0,G,A,109.814,109.7913,1.0,7.6348,5,-1,0
379555,2019-08-14 07:52:42.0,L,A,102.684,102.714,1.25,5.0786,7,1,0
379556,2019-08-14 07:52:42.0,B,A,140.368,140.4486,0.25,30.6902,7,1,0
379620,2019-10-14 10:22:44.0,J,A,117.975,117.9516,4.3,11.7019,4,-1,0
379621,2019-10-14 11:10:27.0,G,A,109.379,109.3475,0.7,7.4952,4,-1,0
379622,2019-10-14 11:11:00.0,J,A,118.018,117.9812,4.2,11.7019,4,-1,0
379634,2019-10-14 09:08:26.0,B,A,139.745,139.8397,0.2,31.1414,4,1,0
379635,2019-10-14 10:21:35.0,D,A,118.449,118.4863,5.6,16.7509,4,1,1
379678,2019-02-28 09:00:59.0,B,A,106.419,106.4474,1.0,21.9317,6,1,0
379722,2019-03-28 09:12:32.0,A,B,103.951,103.9505,0.01,9.0882,5,1,0
379723,2019-03-28 15:09:33.0,B,B,110.05,110.141,0.004,22.8636,5,1,0
379819,2019-05-28 10:30:56.0,F,A,114.224,114.2553,17.5,13.9593,3,1,0
379820,2019-05-28 10:36:46.0,B,A,115.862,114.2403,10.0,13.9579,3,-1,0
379824,2019-05-28 15:12:11.0,K,A,127.36,127.362,0.36,7.1068,5,-1,0
379826,2019-05-28 12:01:32.0,I,B,114.413,114.4127,0.31,5.8727,5,1,0
379829,2019-05-28 07:37:07.0,D,A,106.178,106.1942,3.0,14.8636,6,1,0
379830,2019-05-28 07:37:07.0,J,A,110.797,110.8239,1.0,11.2078,6,1,0
379877,2019-06-28 13:09:22.0,H,A,112.847,112.741,9.0,7.307,5,-1,0
379879,2019-06-28 15:17:23.0,D,B,114.523,114.4867,0.133,16.1305,5,-1,0
379884,2019-06-28 12:14:19.0,B,A,131.325,131.2406,1.5,28.3152,5,-1,0
379892,2019-06-28 15:06:57.0,H,B,112.813,112.8133,0.02,7.3119,5,1,0
379896,2019-06-28 09:25:17.0,A,A,109.539,109.613,4.75,9.4149,5,1,0
379905,2019-06-28 15:07:45.0,B,B,131.784,131.695,0.003,28.4343,5,-1,0
379909,2019-06-28 15:13:26.0,B,B,131.74,131.6561,0.004,28.425,5,-1,0
379910,2019-06-28 15:14:25.0,F,B,121.551,121.5171,0.006,14.9184,5,-1,0
379912,2019-06-28 10:49:03.0,G,D,108.46,108.434,0.001,7.6456,21,-1,0
379915,2019-06-28 11:02:10.0,H,D,112.754,112.7811,0.009,7.3094,18,1,0
379916,2019-06-28 11:03:51.0,C,D,110.088,110.0767,0.15,10.159,19,-1,0
379921,2019-06-28 15:15:24.0,D,B,114.528,114.4975,0.133,16.1314,5,-1,0
379993,2019-08-28 13:58:18.0,B,B,146.039,146.14,0.01,32.186,10,1,0
379994,2019-08-28 13:59:27.0,I,B,116.333,116.3518,0.004,5.74,10,1,0
379996,2019-08-28 08:54:32.0,J,A,119.714,119.7241,5.25,12.006,5,1,1
379997,2019-08-28 08:59:27.0,E,A,103.06,103.0882,12.5,4.0367,5,1,0
380010,2019-08-28 09:34:49.0,F,A,127.411,127.3174,0.8,15.5961,5,-1,0
380104,2019-10-28 16:09:01.0,K,C,127.126,127.1041,0.031,6.8256,5,-1,0
380107,2019-10-28 15:04:35.0,E,A,102.187,102.1779,0.28,4.0,5,-1,0
380235,2019-01-29 12:00:16.0,B,A,106.156,106.1169,2.0,21.8832,5,-1,0
380241,2019-01-29 13:31:27.0,J,A,105.152,105.1215,1.25,10.8188,5,-1,0
380314,2019-03-29 15:23:23.0,F,A,110.439,110.4152,5.0,13.5421,5,-1,0
380324,2019-03-29 09:20:22.0,B,A,110.124,110.0723,1.5,22.8424,6,-1,0
380383,2019-08-21 11:48:24.0,F,A,126.872,126.9855,2.2,15.5677,5,1,0
380386,2019-08-21 07:36:52.0,A,B,112.149,112.4293,0.009,9.5528,10,1,0
380387,2019-08-21 07:37:58.0,K,B,128.91,129.1085,0.007,6.9943,10,1,0
380388,2019-08-21 08:40:35.0,A,B,112.621,112.3406,0.003,9.5441,10,-1,0
380389,2019-08-21 13:52:19.0,A,B,112.29,112.5618,0.001,9.5657,10,1,0
380401,2019-08-21 13:06:38.0,B,A,142.727,143.4045,0.3,31.4717,6,1,0
380402,2019-08-21 15:16:36.0,J,C,119.315,119.6241,0.29,12.013,5,1,0
380450,2019-10-21 12:02:20.0,F,A,123.765,123.7115,3.6,14.9725,4,-1,0
380661,2019-02-22 09:24:43.0,E,A,100.736,100.7609,3.25,4.4246,5,1,0
380662,2019-02-22 14:32:25.0,G,B,103.299,103.2992,0.001,7.5471,5,1,0
380667,2019-02-22 08:28:23.0,B,A,105.951,106.0469,1.3,21.8331,5,1,0
380722,2019-03-22 08:16:22.0,B,A,109.077,109.0024,8.075,22.5729,5,-1,0
380725,2019-03-22 09:02:50.0,E,A,101.338,101.2909,2.5,4.3768,5,-1,0
380726,2019-03-22 09:05:24.0,J,A,107.835,107.8753,6.25,11.0195,5,1,0
380727,2019-03-22 09:35:43.0,F,A,110.751,110.6553,6.5,13.5912,5,-1,0
380728,2019-03-22 11:55:39.0,D,A,102.186,102.1316,5.5,14.34,5,-1,0
380729,2019-03-22 13:13:41.0,H,A,109.315,109.3364,2.5,7.3005,5,1,0
380730,2019-03-22 13:13:54.0,F,A,110.527,110.4857,6.5,13.5654,5,-1,0
380737,2019-03-22 16:17:33.0,C,C,103.705,103.6613,0.021,9.7222,5,-1,0
380740,2019-03-22 16:07:25.0,E,A,101.302,101.3015,0.492,4.3773,5,1,0
380741,2019-03-22 16:07:48.0,I,A,113.613,113.6127,0.133,5.996,5,1,0
380815,2019-05-22 11:20:43.0,E,A,101.696,101.7752,3.5,4.241,5,1,0
380820,2019-05-22 10:06:35.0,F,A,113.37,113.1778,3.25,13.8223,5,-1,0
380821,2019-05-22 11:25:27.0,C,A,105.398,105.4321,10.0,9.7677,5,1,0
380822,2019-05-22 14:22:30.0,B,A,114.316,114.2429,3.0,23.8739,5,-1,0
380903,2019-07-22 07:53:29.0,D,A,115.117,114.9554,2.75,16.1541,5,-1,0
380905,2019-07-22 08:39:45.0,D,A,115.043,114.9977,2.75,16.1609,5,-1,0
380909,2019-07-22 15:12:25.0,E,A,102.633,102.641,0.296,4.1164,5,1,0
380911,2019-07-22 08:24:45.0,K,B,128.666,128.6959,0.018,7.0472,5,1,0
380913,2019-07-22 12:06:01.0,C,B,110.511,110.4859,0.8,10.1441,5,-1,0
380914,2019-07-22 13:42:31.0,I,B,115.54,115.5453,0.003,5.7932,5,1,0
380958,2019-05-30 15:13:43.0,K,A,127.411,127.4109,0.051,7.0996,5,-1,0
380967,2019-05-30 11:16:30.0,B,A,117.661,117.5713,3.4,24.7314,5,-1,0
381058,2019-07-30 15:10:04.0,L,A,102.413,102.4407,0.012,5.1036,5,1,0
381064,2019-07-30 09:28:38.0,E,B,102.661,102.6848,0.152,4.0965,5,1,0
381066,2019-07-30 12:34:03.0,A,B,110.345,110.3149,0.002,9.4037,5,-1,0
381118,2019-08-30 09:03:37.0,F,A,126.507,126.5422,5.0,15.4742,4,1,0
381119,2019-08-30 09:05:50.0,G,A,110.422,110.4497,4.25,7.6378,4,1,0
381120,2019-08-30 10:03:35.0,J,A,119.438,119.3185,6.25,11.9468,4,-1,0
381121,2019-08-30 10:08:03.0,H,A,114.446,114.4579,4.5,7.2664,4,1,1
381122,2019-08-30 10:51:06.0,E,A,103.005,103.0484,12.5,4.0235,4,1,0
381123,2019-08-30 12:05:10.0,F,A,126.411,126.5217,5.25,15.472,4,1,0
381124,2019-08-30 13:06:44.0,B,A,143.019,142.8775,1.95,31.3068,5,-1,0
381125,2019-08-30 13:44:14.0,J,A,119.363,119.2582,7.5,11.9398,5,-1,0
381126,2019-08-30 13:48:17.0,H,A,114.407,114.4123,5.4,7.2639,5,1,0
381127,2019-08-30 15:06:06.0,F,A,126.724,126.7692,0.004,15.5064,5,1,0
381128,2019-08-30 15:08:08.0,G,A,110.525,110.5395,0.2,7.6444,5,1,0
381129,2019-08-30 15:08:08.0,D,A,120.187,120.2426,0.28,16.9061,5,1,0
381130,2019-08-30 15:08:26.0,F,A,126.804,126.7592,0.21,15.5051,5,-1,0
381139,2019-08-30 10:00:33.0,A,B,112.304,112.3339,0.017,9.5127,10,1,0
381191,2019-09-30 15:01:50.0,I,A,115.578,115.554,0.74,5.5934,5,-1,0
381193,2019-09-30 15:03:14.0,B,A,141.392,141.4917,0.01,30.7644,5,1,0
381196,2019-09-30 08:31:39.0,C,A,112.491,112.522,1.0,10.1704,4,1,1
381197,2019-09-30 10:39:33.0,C,A,112.503,112.5339,1.0,10.1704,4,1,1
381407,2019-01-31 16:06:47.0,E,A,100.695,100.682,3.536,4.4798,5,-1,0
381422,2019-01-31 16:20:27.0,I,C,112.731,112.8586,1.299,6.0793,5,1,0
381423,2019-01-31 16:20:27.0,G,C,103.06,103.156,0.051,7.5911,5,1,0
381424,2019-01-31 16:14:48.0,A,A,101.856,101.8378,2.3,9.013,15,-1,0
381549,2019-05-31 08:30:35.0,G,D,106.808,106.8057,10.0,7.5855,13,-1,1
381551,2019-05-31 09:02:55.0,B,A,118.185,118.1053,3.2,24.8684,5,-1,1
381552,2019-05-31 12:24:39.0,B,A,118.633,118.4932,3.2,24.9737,5,-1,0
381553,2019-05-31 15:15:05.0,B,A,119.034,118.8657,0.32,25.0631,5,-1,0
381561,2019-05-31 09:34:14.0,A,B,106.972,106.9718,0.003,9.2268,5,1,1
381565,2019-05-31 15:07:45.0,G,B,107.03,107.0301,0.035,7.6047,5,-1,0
381566,2019-05-31 15:08:38.0,L,B,101.391,101.391,0.119,5.1992,5,-1,0
381567,2019-05-31 15:12:16.0,I,B,114.739,114.7391,0.01,5.8802,5,-1,0
381751,2019-02-15 11:45:14.0,A,A,101.423,101.431,11.0,8.9358,5,1,1
381758,2019-02-15 15:20:16.0,I,B,112.625,112.625,0.004,6.0243,5,-1,0
381814,2019-03-15 10:38:33.0,G,B,103.776,103.7764,0.25,7.5339,5,1,0
381849,2019-04-15 14:25:22.0,C,D,103.571,103.5363,2.408,9.6543,15,-1,0
381851,2019-04-15 07:43:23.0,B,B,110.784,110.739,0.1,22.997,5,-1,0
381853,2019-04-15 10:40:16.0,A,B,103.911,103.9109,0.036,9.0443,5,-1,0
381858,2019-04-15 12:47:48.0,D,A,101.946,101.9859,1.5,14.2733,6,1,0
381906,2019-05-15 08:27:52.0,D,D,103.835,103.7882,14.5,14.4969,11,-1,0
381909,2019-05-15 12:49:17.0,A,B,104.921,104.9162,0.025,9.0695,5,-1,0
381913,2019-05-15 10:04:17.0,B,A,112.26,112.4555,1.0,23.4121,5,1,0
382002,2019-07-15 09:09:39.0,H,B,112.347,112.3067,2.0,7.2328,5,-1,0
382004,2019-07-15 07:48:25.0,D,A,112.06,112.0222,2.0,15.697,6,-1,0
382005,2019-07-15 09:02:30.0,A,A,108.812,108.8585,5.5,9.3007,6,1,0
382029,2019-08-15 11:31:49.0,J,A,119.303,119.3213,0.5,11.9867,5,1,0
382030,2019-08-15 09:26:55.0,B,B,142.65,142.256,1.0,31.1712,5,-1,0
382034,2019-08-15 12:31:46.0,F,A,126.855,126.4282,5.0,15.4972,5,-1,0
382035,2019-08-15 13:37:13.0,F,A,127.0,126.4482,5.0,15.5007,5,-1,0
382114,2019-10-15 10:08:08.0,L,A,102.361,102.3748,3.25,4.9315,5,1,0
382122,2019-10-15 07:18:12.0,B,A,140.549,140.4485,0.025,31.1414,5,-1,1
382124,2019-10-15 14:04:58.0,F,A,125.005,124.9788,0.07,15.1713,5,-1,0
382125,2019-10-15 14:04:59.0,L,A,102.363,102.3481,0.22,4.9315,5,-1,0
382315,2019-03-29 16:00:45.0,C,A,103.356,103.3492,5.25,9.6712,4,-1,0
382352,2019-04-29 15:08:05.0,D,A,103.07,103.02,0.132,14.4072,5,-1,0
382354,2019-04-29 13:40:49.0,A,B,104.481,104.4812,0.127,9.0636,5,-1,1
382356,2019-04-29 12:52:51.0,D,A,102.782,102.8319,1.25,14.3777,6,1,0
382421,2019-05-29 08:50:34.0,F,A,115.287,115.3098,5.5,14.1106,5,1,0
382430,2019-05-29 15:25:18.0,D,B,107.371,107.321,0.36,15.0418,5,-1,0
382431,2019-05-29 12:41:58.0,C,D,106.636,106.6298,0.164,9.8752,15,-1,0
382536,2019-07-29 15:06:18.0,H,D,113.242,113.1935,0.033,7.2635,9,-1,1
382538,2019-07-29 07:41:39.0,L,A,102.505,102.5248,4.3,5.1114,5,1,0
382541,2019-07-29 11:23:34.0,D,D,115.383,115.3449,10.909,16.1993,8,-1,0
382546,2019-07-29 14:20:18.0,I,B,115.677,115.6924,0.022,5.7829,5,1,0
382549,2019-07-29 15:15:24.0,E,C,102.709,102.6966,0.06,4.1002,5,-1,0
382595,2019-08-29 09:59:20.0,I,A,116.239,119.7072,22.0,5.2755,3,-1,0
382599,2019-08-29 15:09:18.0,D,A,120.556,120.4776,0.03,16.9474,5,-1,0
382604,2019-08-29 10:26:05.0,F,A,127.252,127.2262,3.0,15.5726,5,-1,0
382610,2019-08-29 15:25:24.0,I,B,116.183,116.1957,0.4,5.7221,10,1,0
382612,2019-08-29 08:08:34.0,E,D,103.115,103.128,0.159,4.0303,8,1,0
382704,2019-10-29 15:02:05.0,L,A,102.01,102.0133,0.29,4.9315,5,1,0
382705,2019-10-29 15:03:18.0,L,A,102.016,102.0195,0.29,4.9315,6,1,1
382715,2019-10-29 14:18:16.0,A,B,110.369,110.3597,0.023,9.3811,10,-1,0
382721,2019-10-29 15:55:58.0,K,B,127.119,127.1446,0.048,6.8256,10,1,0
382830,2019-01-30 08:41:30.0,B,A,105.01,105.2902,1.0,21.6738,5,1,0
382925,2019-04-30 14:00:42.0,C,A,104.134,104.1665,4.6,9.6835,5,1,0
382931,2019-04-30 08:48:13.0,L,B,100.46,100.4209,2.491,5.2264,5,-1,0
382936,2019-04-30 15:15:04.0,D,B,103.216,103.1505,0.106,14.4263,5,-1,0
382947,2019-04-30 15:01:45.0,D,A,103.158,103.0922,0.7,14.4177,5,-1,0
382951,2019-04-30 15:16:35.0,C,B,104.253,104.2528,0.011,9.6916,5,-1,1
382952,2019-04-30 15:17:24.0,H,B,109.917,109.9174,0.007,7.2458,5,-1,0
382954,2019-04-30 15:20:05.0,C,B,104.281,104.2811,0.055,9.6963,5,-1,0
383014,2019-07-31 15:14:19.0,F,B,123.572,123.5992,0.012,15.1355,5,1,0
383015,2019-07-31 15:17:18.0,H,B,113.698,113.6494,0.377,7.2936,5,-1,0
383019,2019-07-31 15:18:50.0,A,B,111.02,110.9661,0.004,9.4658,5,-1,0
383040,2019-07-31 07:50:07.0,D,A,115.747,115.7339,0.5,16.2582,5,-1,0
383042,2019-07-31 08:39:55.0,E,A,102.734,102.7577,2.25,4.0977,5,1,0
383043,2019-07-31 08:40:07.0,H,A,113.436,113.3874,2.5,7.2737,5,-1,1
383046,2019-07-31 11:36:59.0,H,A,113.564,113.5112,2.35,7.284,5,-1,0
383256,2019-04-16 15:12:35.0,D,B,101.888,101.938,0.084,14.2657,5,1,0
383259,2019-04-16 08:57:23.0,C,A,103.356,103.3309,3.5,9.6326,6,-1,0
383260,2019-04-16 10:13:55.0,D,A,101.724,101.79,1.5,14.2392,6,1,0
383263,2019-04-16 12:50:01.0,D,A,101.65,101.7108,1.5,14.2272,6,1,0
383272,2019-04-16 15:07:19.0,E,A,101.324,101.324,0.462,4.3156,5,1,0
383319,2019-05-16 10:49:31.0,C,A,105.123,105.1174,7.25,9.7425,6,1,1
383324,2019-05-16 13:57:36.0,K,B,127.019,127.0192,0.015,7.1106,5,1,0
383326,2019-05-16 14:21:17.0,A,B,105.404,105.4036,0.001,9.1097,5,1,0
383330,2019-05-16 15:10:51.0,A,B,105.473,105.4727,0.005,9.1151,5,1,0
383341,2019-05-16 15:21:34.0,I,C,114.284,114.3072,0.406,5.8932,5,1,0
383342,2019-05-16 15:21:34.0,H,C,110.459,110.4856,0.338,7.2463,5,1,0
383410,2019-07-16 08:08:46.0,E,A,102.42,102.4939,1.75,4.1258,5,1,0
383411,2019-07-16 08:08:54.0,L,A,102.04,102.1754,1.25,5.1263,5,1,0
383413,2019-07-16 09:01:37.0,B,A,130.024,130.111,0.5,27.9928,5,1,0
383414,2019-07-16 09:03:49.0,D,A,114.019,113.8837,2.0,15.994,5,-1,0
383416,2019-07-16 10:16:03.0,D,A,114.111,113.9756,2.0,16.01,5,-1,0
383468,2019-08-16 08:54:07.0,J,A,120.583,120.5935,3.0,12.1318,5,1,1
383472,2019-08-16 08:28:32.0,L,B,103.128,103.1519,1.386,5.0928,10,1,0
383520,2019-09-16 15:19:18.0,E,C,102.508,102.508,0.551,3.9555,5,1,0
383521,2019-09-16 15:19:18.0,H,C,113.111,113.1114,0.623,7.124,5,1,0
383566,2019-10-16 15:00:06.0,I,A,114.923,114.94,1.75,5.5808,5,1,0
383568,2019-10-16 13:46:44.0,I,A,114.921,114.9392,2.0,5.5808,5,1,1
383573,2019-10-16 15:05:33.0,D,A,117.722,117.7667,1.0,16.7509,4,1,0
383815,2019-04-17 11:43:14.0,K,B,125.998,125.9981,0.009,7.1121,5,1,0
383822,2019-04-17 09:00:32.0,H,B,109.36,109.3494,5.0,7.227,5,-1,0
383823,2019-04-17 09:45:01.0,D,A,101.778,101.8175,2.0,14.2337,6,1,0
383824,2019-04-17 09:45:01.0,E,A,101.32,101.3274,7.0,4.3026,6,1,0
383874,2019-08-22 15:04:28.0,D,A,119.95,119.9124,0.94,16.8752,5,-1,0
383875,2019-08-22 09:13:35.0,H,A,114.358,114.2084,11.5,7.2695,3,-1,0
383880,2019-08-22 10:39:03.0,K,B,129.192,129.1734,0.002,6.9905,10,-1,0
383885,2019-08-22 15:13:28.0,C,B,112.951,112.9334,0.043,10.3134,10,-1,0
383886,2019-08-22 10:17:18.0,D,A,120.788,120.7308,2.0,17.0067,4,-1,0
383887,2019-08-22 11:42:28.0,F,A,126.64,126.9582,3.0,15.5568,4,1,0
383888,2019-08-22 11:43:33.0,J,A,119.132,119.3063,7.1,11.9674,4,1,0
383895,2019-08-22 15:14:18.0,L,A,102.85,102.8142,3.07,5.0566,6,-1,0
383900,2019-08-22 14:36:37.0,L,B,102.987,102.8545,131.4,5.059,2,-1,0
383967,2019-10-22 08:41:06.0,F,A,124.112,124.0761,1.8,14.9633,4,-1,1
383971,2019-10-22 08:45:57.0,J,A,117.318,117.3463,1.5,11.5592,4,1,0
383973,2019-10-22 08:47:23.0,C,A,111.485,111.4984,1.5,10.1967,4,1,0
383976,2019-10-22 11:18:26.0,L,A,102.203,102.2012,3.0,4.9315,4,-1,1
383981,2019-10-22 14:13:07.0,E,B,102.391,102.3993,0.3,4.0,10,1,0
384238,2019-04-23 08:53:00.0,C,B,103.34,103.3403,1.0,9.6143,5,-1,0
384241,2019-04-23 15:12:26.0,D,B,101.536,101.5259,0.013,14.1808,5,-1,0
384242,2019-04-23 15:12:52.0,B,B,109.33,109.3924,0.036,22.6321,5,1,0
384243,2019-04-23 15:19:03.0,K,B,125.931,125.9313,0.055,7.1031,5,-1,1
384244,2019-04-23 15:19:45.0,J,B,107.322,107.2915,0.079,10.8799,5,-1,0
384246,2019-04-23 15:20:25.0,J,B,107.318,107.295,0.079,10.8796,5,-1,0
384252,2019-04-23 13:37:30.0,C,A,103.309,103.2983,9.25,9.61,6,-1,0
384308,2019-05-23 15:08:08.0,J,A,110.252,110.2146,0.049,11.1444,5,-1,0
384311,2019-05-23 15:08:56.0,E,A,101.785,101.7849,0.538,4.233,5,1,1
384313,2019-05-23 08:18:21.0,C,A,105.665,105.6578,9.5,9.7826,5,1,0
384315,2019-05-23 10:45:58.0,B,A,114.445,114.4453,3.5,23.9155,5,-1,0
384316,2019-05-23 09:35:47.0,A,B,105.751,105.7513,0.008,9.1269,5,1,0
384317,2019-05-23 09:49:32.0,B,B,114.249,114.386,0.2,23.8989,5,1,0
384318,2019-05-23 14:01:20.0,B,B,114.576,114.5275,0.018,23.9375,5,-1,0
384319,2019-05-23 14:07:21.0,B,B,114.546,114.5075,1.079,23.9297,5,-1,0
384362,2019-07-23 08:49:48.0,G,A,108.747,108.7173,3.0,7.6069,6,-1,1
384363,2019-07-23 08:53:28.0,D,A,114.361,114.3158,2.0,16.0485,5,-1,0
384364,2019-07-23 10:23:56.0,K,B,128.579,128.5587,0.012,7.035,5,-1,0
384366,2019-07-23 14:10:06.0,H,B,112.985,112.9356,0.418,7.2594,5,-1,0
384370,2019-07-23 10:05:20.0,H,A,112.977,112.9275,3.0,7.2593,6,-1,0
384403,2019-08-23 15:12:57.0,H,B,114.171,114.1288,0.026,7.2602,10,-1,0
384425,2019-09-23 13:19:36.0,L,A,102.56,102.5755,0.18,4.96,5,1,0
384430,2019-09-23 08:26:22.0,L,A,102.607,102.6374,44.3,4.96,2,1,1
384433,2019-09-23 10:03:45.0,C,A,112.514,111.6044,24.47,9.1282,3,1,0
384437,2019-09-23 09:45:56.0,J,A,118.68,118.6451,2.75,11.7729,4,-1,0
384438,2019-09-23 09:47:27.0,D,A,119.202,119.2393,4.5,16.6252,4,1,1
384439,2019-09-23 12:16:56.0,H,A,113.635,113.6007,1.0,7.1378,4,-1,1
384440,2019-09-23 12:17:25.0,G,A,109.739,109.7091,1.0,7.5118,4,-1,0
384449,2019-09-23 10:59:06.0,H,A,113.665,113.6311,1.0,7.1378,6,-1,0
384486,2019-10-23 13:10:15.0,E,A,102.372,102.3762,1.21,4.0,5,1,0
384487,2019-10-23 15:02:46.0,I,A,114.861,114.8477,0.088,5.5808,5,-1,0
384493,2019-10-23 08:28:37.0,G,A,109.168,109.1802,2.5,7.4952,4,1,0
384494,2019-10-23 08:28:58.0,H,A,113.013,113.0251,2.5,7.12,4,1,0
384501,2019-10-23 13:45:06.0,H,B,112.944,112.9556,0.011,7.12,10,1,0
384502,2019-10-23 13:57:26.0,E,B,102.367,102.3704,1.0,4.0,10,1,0
